Call_Date,Call_Time,province,district
19/09/2014,09:54:33,WEST,WESTERN RURAL
19/09/2014,09:55:00,WEST,WESTERN URBAN
19/09/2014,09:55:03,WEST,WESTERN RURAL
19/09/2014,09:55:08,NORTH,TONKOLILI
19/09/2014,09:55:14,WEST,WESTERN URBAN
19/09/2014,09:55:48,WEST,WESTERN URBAN
19/09/2014,09:56:03,WEST,WESTERN URBAN
19/09/2014,09:57:05,WEST,WESTERN URBAN
19/09/2014,09:58:04,WEST,WESTERN URBAN
19/09/2014,09:58:14,EAST,KONO
19/09/2014,09:58:41,WEST,WESTERN RURAL
19/09/2014,09:59:02,SOUTH,MOYAMBA
19/09/2014,09:59:49,EAST,KENEMA
19/09/2014,09:59:49,WEST,WESTERN URBAN
19/09/2014,09:59:52,WEST,WESTERN URBAN
19/09/2014,09:59:54,NORTH,KOINADUGU
19/09/2014,09:59:56,NORTH,PORT LOKO
19/09/2014,10:00:34,SOUTH,BO
19/09/2014,10:01:22,WEST,WESTERN URBAN
19/09/2014,10:02:35,WEST,WESTERN URBAN
19/09/2014,10:02:39,NORTH,PORT LOKO
19/09/2014,10:02:57,WEST,WESTERN URBAN
19/09/2014,10:03:28,NORTH,PORT LOKO
19/09/2014,10:03:52,EAST,KAILAHUN
19/09/2014,10:05:22,NORTH,PORT LOKO
19/09/2014,10:05:29,NORTH,BOMBALI
19/09/2014,10:05:49,WEST,WESTERN URBAN
19/09/2014,10:06:06,WEST,WESTERN URBAN
19/09/2014,10:06:59,WEST,WESTERN URBAN
19/09/2014,10:07:14,WEST,WESTERN RURAL
19/09/2014,10:07:34,WEST,WESTERN URBAN
19/09/2014,10:07:38,WEST,WESTERN URBAN
19/09/2014,10:08:32,WEST,WESTERN RURAL
19/09/2014,10:09:46,NORTH,BOMBALI
19/09/2014,10:09:52,WEST,WESTERN URBAN
19/09/2014,10:09:59,NORTH,KAMBIA
19/09/2014,10:10:01,WEST,WESTERN URBAN
19/09/2014,10:10:40,WEST,WESTERN URBAN
19/09/2014,10:10:56,WEST,WESTERN URBAN
19/09/2014,10:11:01,WEST,WESTERN URBAN
19/09/2014,10:11:42,WEST,WESTERN URBAN
19/09/2014,10:11:42,WEST,WESTERN URBAN
19/09/2014,10:12:08,NORTH,BOMBALI
19/09/2014,10:13:14,NORTH,BOMBALI
19/09/2014,10:14:26,WEST,WESTERN URBAN
19/09/2014,10:16:28,WEST,WESTERN RURAL
19/09/2014,10:16:34,NORTH,BOMBALI
19/09/2014,10:18:04,WEST,WESTERN URBAN
19/09/2014,10:18:15,EAST,KENEMA
19/09/2014,10:18:30,WEST,WESTERN RURAL
19/09/2014,10:19:13,NORTH,PORT LOKO
19/09/2014,10:19:29,WEST,WESTERN URBAN
19/09/2014,10:20:24,WEST,WESTERN URBAN
19/09/2014,10:20:54,NORTH,KOINADUGU
19/09/2014,10:21:15,SOUTH,MOYAMBA
19/09/2014,10:21:26,NORTH,PORT LOKO
19/09/2014,10:21:59,WEST,WESTERN URBAN
19/09/2014,10:22:58,WEST,WESTERN RURAL
19/09/2014,10:23:21,WEST,WESTERN URBAN
19/09/2014,10:24:52,WEST,WESTERN URBAN
19/09/2014,10:26:58,WEST,WESTERN RURAL
19/09/2014,10:28:43,WEST,WESTERN URBAN
19/09/2014,10:29:12,NORTH,PORT LOKO
19/09/2014,10:29:57,WEST,WESTERN RURAL
19/09/2014,10:30:13,NORTH,TONKOLILI
19/09/2014,10:30:37,WEST,WESTERN URBAN
19/09/2014,10:31:08,NORTH,KAMBIA
19/09/2014,10:31:19,WEST,WESTERN URBAN
19/09/2014,10:31:26,EAST,KENEMA
19/09/2014,10:32:26,WEST,WESTERN RURAL
19/09/2014,10:33:43,SOUTH,MOYAMBA
19/09/2014,10:34:22,WEST,WESTERN RURAL
19/09/2014,10:35:07,EAST,KENEMA
19/09/2014,10:35:44,NORTH,TONKOLILI
19/09/2014,10:35:44,SOUTH,BONTHE
19/09/2014,10:36:05,WEST,WESTERN URBAN
19/09/2014,10:36:50,WEST,WESTERN URBAN
19/09/2014,10:36:54,WEST,WESTERN URBAN
19/09/2014,10:37:15,NORTH,KAMBIA
19/09/2014,10:37:59,SOUTH,PUJEHUN
19/09/2014,10:38:04,EAST,KONO
19/09/2014,10:38:26,WEST,WESTERN URBAN
19/09/2014,10:39:28,WEST,WESTERN URBAN
19/09/2014,10:39:40,WEST,WESTERN RURAL
19/09/2014,10:39:52,WEST,WESTERN URBAN
19/09/2014,10:41:00,WEST,WESTERN URBAN
19/09/2014,10:41:12,WEST,WESTERN URBAN
19/09/2014,10:41:37,WEST,WESTERN URBAN
19/09/2014,10:41:41,WEST,WESTERN RURAL
19/09/2014,10:41:42,WEST,WESTERN RURAL
19/09/2014,10:42:30,WEST,WESTERN URBAN
19/09/2014,10:42:40,WEST,WESTERN URBAN
19/09/2014,10:42:50,SOUTH,BONTHE
19/09/2014,10:43:11,EAST,KENEMA
19/09/2014,10:43:37,WEST,WESTERN URBAN
19/09/2014,10:44:14,NORTH,PORT LOKO
19/09/2014,10:45:01,NORTH,KAMBIA
19/09/2014,10:45:24,EAST,KENEMA
19/09/2014,10:46:19,WEST,WESTERN URBAN
19/09/2014,10:46:40,WEST,WESTERN URBAN
19/09/2014,10:47:41,WEST,WESTERN URBAN
19/09/2014,10:48:11,NORTH,BOMBALI
19/09/2014,10:48:54,WEST,WESTERN URBAN
19/09/2014,10:49:48,EAST,KENEMA
19/09/2014,10:50:04,EAST,KONO
19/09/2014,10:50:08,WEST,WESTERN RURAL
19/09/2014,10:50:15,WEST,WESTERN RURAL
19/09/2014,10:50:35,WEST,WESTERN URBAN
19/09/2014,10:50:51,EAST,KENEMA
19/09/2014,10:50:53,NORTH,PORT LOKO
19/09/2014,10:51:38,NORTH,TONKOLILI
19/09/2014,10:52:13,WEST,WESTERN URBAN
19/09/2014,10:52:25,WEST,WESTERN URBAN
19/09/2014,10:52:25,NORTH,KOINADUGU
19/09/2014,10:52:39,WEST,WESTERN RURAL
19/09/2014,10:52:52,WEST,WESTERN URBAN
19/09/2014,10:53:33,WEST,WESTERN URBAN
19/09/2014,10:53:52,EAST,KAILAHUN
19/09/2014,10:54:34,WEST,WESTERN URBAN
19/09/2014,10:54:38,NORTH,PORT LOKO
19/09/2014,10:55:39,WEST,WESTERN URBAN
19/09/2014,10:57:01,EAST,KENEMA
19/09/2014,10:57:29,NORTH,BOMBALI
19/09/2014,10:57:33,WEST,WESTERN RURAL
19/09/2014,10:58:10,WEST,WESTERN URBAN
19/09/2014,10:58:42,NORTH,BOMBALI
19/09/2014,10:58:45,WEST,WESTERN RURAL
19/09/2014,10:59:13,SOUTH,BO
19/09/2014,10:59:32,WEST,WESTERN URBAN
19/09/2014,10:59:34,WEST,WESTERN URBAN
19/09/2014,10:59:42,WEST,WESTERN URBAN
19/09/2014,11:00:38,NORTH,KAMBIA
19/09/2014,11:01:12,WEST,WESTERN URBAN
19/09/2014,11:01:52,WEST,WESTERN RURAL
19/09/2014,11:02:08,EAST,KENEMA
19/09/2014,11:02:40,WEST,WESTERN URBAN
19/09/2014,11:04:16,WEST,WESTERN URBAN
19/09/2014,11:04:19,EAST,KAILAHUN
19/09/2014,11:05:20,WEST,WESTERN URBAN
19/09/2014,11:05:21,WEST,WESTERN URBAN
19/09/2014,11:06:14,WEST,WESTERN URBAN
19/09/2014,11:06:28,NORTH,KAMBIA
19/09/2014,11:06:34,WEST,WESTERN URBAN
19/09/2014,11:06:49,WEST,WESTERN URBAN
19/09/2014,11:06:54,WEST,WESTERN RURAL
19/09/2014,11:07:26,SOUTH,BO
19/09/2014,11:08:08,WEST,WESTERN URBAN
19/09/2014,11:08:15,NORTH,KAMBIA
19/09/2014,11:08:18,WEST,WESTERN URBAN
19/09/2014,11:09:05,EAST,KENEMA
19/09/2014,11:09:08,WEST,WESTERN URBAN
19/09/2014,11:09:20,WEST,WESTERN URBAN
19/09/2014,11:11:04,SOUTH,BO
19/09/2014,11:11:13,WEST,WESTERN URBAN
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"HIGH FEVER,RASH,VOMITING",NULL,,
19/09/2014,11:12:57,NORTH,KOINADUGU
19/09/2014,11:13:01,WEST,WESTERN URBAN
19/09/2014,11:14:25,NORTH,KAMBIA
19/09/2014,11:14:30,WEST,WESTERN URBAN
19/09/2014,11:15:11,NORTH,BOMBALI
19/09/2014,11:15:15,WEST,WESTERN URBAN
19/09/2014,11:15:28,WEST,WESTERN URBAN
19/09/2014,11:15:42,WEST,WESTERN URBAN
19/09/2014,11:16:05,SOUTH,BO
19/09/2014,11:16:24,WEST,WESTERN URBAN
19/09/2014,11:16:42,EAST,KENEMA
19/09/2014,11:16:51,NORTH,PORT LOKO
19/09/2014,11:17:35,WEST,WESTERN URBAN
19/09/2014,11:18:07,EAST,KAILAHUN
19/09/2014,11:18:58,WEST,WESTERN URBAN
19/09/2014,11:19:11,EAST,KAILAHUN
19/09/2014,11:19:31,WEST,WESTERN URBAN
19/09/2014,11:21:32,WEST,WESTERN URBAN
19/09/2014,11:22:26,WEST,WESTERN URBAN
19/09/2014,11:22:39,EAST,KENEMA
19/09/2014,11:23:25,WEST,WESTERN URBAN
19/09/2014,11:23:25,WEST,WESTERN URBAN
19/09/2014,11:23:39,WEST,WESTERN URBAN
19/09/2014,11:24:25,WEST,WESTERN URBAN
19/09/2014,11:24:44,WEST,WESTERN RURAL
19/09/2014,11:24:48,WEST,WESTERN URBAN
19/09/2014,11:25:23,WEST,WESTERN URBAN
19/09/2014,11:25:36,WEST,WESTERN URBAN
19/09/2014,11:25:41,WEST,WESTERN RURAL
19/09/2014,11:25:49,EAST,KENEMA
19/09/2014,11:25:56,EAST,KAILAHUN
19/09/2014,11:26:05,EAST,KENEMA
19/09/2014,11:26:31,WEST,WESTERN URBAN
19/09/2014,11:26:37,SOUTH,BO
19/09/2014,11:26:54,NORTH,PORT LOKO
19/09/2014,11:27:07,SOUTH,BO
19/09/2014,11:27:13,NORTH,BOMBALI
19/09/2014,11:27:55,WEST,WESTERN URBAN
19/09/2014,11:29:06,WEST,WESTERN URBAN
19/09/2014,11:29:28,WEST,WESTERN RURAL
19/09/2014,11:29:58,WEST,WESTERN URBAN
19/09/2014,11:30:19,WEST,WESTERN URBAN
19/09/2014,11:30:24,WEST,WESTERN RURAL
"SO THE ABULANCE HAS COLLECTED TWO SICK PERSONS AT THE QUARATINE HOUSE AT THE SAME ADDRESS, SO THERE IS A REMINDER OF THREE PERSONS",NULL,,
19/09/2014,11:31:13,WEST,WESTERN URBAN
19/09/2014,11:32:07,SOUTH,MOYAMBA
19/09/2014,11:32:44,WEST,WESTERN RURAL
19/09/2014,11:32:46,WEST,WESTERN URBAN
19/09/2014,11:33:02,SOUTH,BO
19/09/2014,11:33:22,NORTH,TONKOLILI
19/09/2014,11:34:10,NORTH,PORT LOKO
19/09/2014,11:34:20,EAST,KAILAHUN
19/09/2014,11:34:54,WEST,WESTERN URBAN
19/09/2014,11:34:55,NORTH,KOINADUGU
19/09/2014,11:35:01,WEST,WESTERN URBAN
19/09/2014,11:35:25,WEST,WESTERN URBAN
19/09/2014,11:35:42,SOUTH,BO
19/09/2014,11:36:03,WEST,WESTERN RURAL
19/09/2014,11:36:24,WEST,WESTERN RURAL
19/09/2014,11:37:07,WEST,WESTERN RURAL
19/09/2014,11:37:13,EAST,KENEMA
19/09/2014,11:38:02,SOUTH,BONTHE
19/09/2014,11:38:32,NORTH,KAMBIA
19/09/2014,11:38:34,SOUTH,BO
19/09/2014,11:38:35,EAST,KAILAHUN
19/09/2014,11:39:09,NORTH,PORT LOKO
19/09/2014,11:39:35,WEST,WESTERN RURAL
19/09/2014,11:40:32,WEST,WESTERN URBAN
19/09/2014,11:41:05,NORTH,TONKOLILI
19/09/2014,11:41:16,EAST,KENEMA
19/09/2014,11:41:37,WEST,WESTERN URBAN
19/09/2014,11:42:06,SOUTH,MOYAMBA
19/09/2014,11:43:27,SOUTH,PUJEHUN
19/09/2014,11:45:28,WEST,WESTERN URBAN
19/09/2014,11:46:54,WEST,WESTERN URBAN
19/09/2014,11:46:58,WEST,WESTERN RURAL
19/09/2014,11:47:19,WEST,WESTERN URBAN
19/09/2014,11:47:20,WEST,WESTERN URBAN
19/09/2014,11:47:29,NORTH,TONKOLILI
19/09/2014,11:47:38,WEST,WESTERN RURAL
19/09/2014,11:48:10,WEST,WESTERN RURAL
19/09/2014,11:48:19,NORTH,TONKOLILI
19/09/2014,11:48:43,WEST,WESTERN URBAN
19/09/2014,11:50:00,WEST,WESTERN RURAL
19/09/2014,11:50:42,WEST,WESTERN RURAL
19/09/2014,11:50:47,WEST,WESTERN URBAN
19/09/2014,11:50:52,WEST,WESTERN URBAN
19/09/2014,11:51:01,NORTH,BOMBALI
19/09/2014,11:51:11,SOUTH,MOYAMBA
19/09/2014,11:51:52,NORTH,KAMBIA
19/09/2014,11:52:28,WEST,WESTERN RURAL
19/09/2014,11:53:18,EAST,KONO
19/09/2014,11:53:31,WEST,WESTERN URBAN
19/09/2014,11:53:59,WEST,WESTERN URBAN
19/09/2014,11:54:13,WEST,WESTERN RURAL
19/09/2014,11:55:16,EAST,KAILAHUN
19/09/2014,11:55:20,WEST,WESTERN URBAN
19/09/2014,11:56:18,NORTH,BOMBALI
19/09/2014,11:58:18,WEST,WESTERN URBAN
19/09/2014,11:58:55,WEST,WESTERN URBAN
19/09/2014,11:59:23,WEST,WESTERN URBAN
19/09/2014,11:59:26,NORTH,BOMBALI
19/09/2014,12:00:44,SOUTH,MOYAMBA
19/09/2014,12:02:07,WEST,WESTERN URBAN
19/09/2014,12:02:23,WEST,WESTERN RURAL
19/09/2014,12:02:24,NORTH,PORT LOKO
19/09/2014,12:02:31,WEST,WESTERN URBAN
19/09/2014,12:03:30,WEST,WESTERN URBAN
19/09/2014,12:04:41,NORTH,BOMBALI
19/09/2014,12:05:40,WEST,WESTERN URBAN
19/09/2014,12:05:56,WEST,WESTERN URBAN
19/09/2014,12:06:07,WEST,WESTERN RURAL
19/09/2014,12:06:18,WEST,WESTERN URBAN
19/09/2014,12:06:47,NORTH,BOMBALI
19/09/2014,12:07:36,WEST,WESTERN URBAN
19/09/2014,12:07:38,EAST,KENEMA
19/09/2014,12:08:47,WEST,WESTERN URBAN
19/09/2014,12:09:02,WEST,WESTERN RURAL
19/09/2014,12:09:27,WEST,WESTERN URBAN
19/09/2014,12:09:46,WEST,WESTERN URBAN
19/09/2014,12:10:14,WEST,WESTERN RURAL
19/09/2014,12:10:39,EAST,KENEMA
19/09/2014,12:12:08,SOUTH,BO
19/09/2014,12:13:44,WEST,WESTERN URBAN
19/09/2014,12:13:54,NORTH,PORT LOKO
19/09/2014,12:14:06,NORTH,PORT LOKO
19/09/2014,12:14:40,WEST,WESTERN URBAN
19/09/2014,12:15:42,WEST,WESTERN URBAN
19/09/2014,12:16:42,WEST,WESTERN RURAL
19/09/2014,12:17:02,WEST,WESTERN URBAN
19/09/2014,12:17:33,WEST,WESTERN URBAN
19/09/2014,12:17:49,WEST,WESTERN URBAN
19/09/2014,12:18:07,WEST,WESTERN RURAL
19/09/2014,12:18:17,SOUTH,BO
19/09/2014,12:18:44,WEST,WESTERN URBAN
19/09/2014,12:19:29,EAST,KENEMA
19/09/2014,12:20:02,WEST,WESTERN RURAL
19/09/2014,12:20:12,EAST,KENEMA
19/09/2014,12:20:58,EAST,KENEMA
19/09/2014,12:21:30,NORTH,PORT LOKO
19/09/2014,12:22:48,EAST,KENEMA
19/09/2014,12:23:45,NORTH,KAMBIA
19/09/2014,12:25:16,WEST,WESTERN URBAN
19/09/2014,12:25:17,WEST,WESTERN URBAN
19/09/2014,12:25:22,EAST,KAILAHUN
19/09/2014,12:25:51,NORTH,BOMBALI
19/09/2014,12:25:54,WEST,WESTERN URBAN
19/09/2014,12:29:43,WEST,WESTERN URBAN
19/09/2014,12:30:02,EAST,KENEMA
19/09/2014,12:30:39,WEST,WESTERN URBAN
19/09/2014,12:30:55,WEST,WESTERN URBAN
19/09/2014,12:31:48,NORTH,KOINADUGU
19/09/2014,12:32:55,WEST,WESTERN URBAN
19/09/2014,12:34:04,WEST,WESTERN RURAL
19/09/2014,12:35:46,WEST,WESTERN URBAN
19/09/2014,12:36:08,EAST,KENEMA
19/09/2014,12:36:40,NORTH,BOMBALI
19/09/2014,12:36:48,WEST,WESTERN URBAN
19/09/2014,12:39:38,NORTH,KOINADUGU
19/09/2014,12:43:27,NORTH,BOMBALI
19/09/2014,12:43:33,EAST,KENEMA
19/09/2014,12:44:22,WEST,WESTERN URBAN
19/09/2014,12:44:30,WEST,WESTERN URBAN
19/09/2014,12:44:36,EAST,KENEMA
19/09/2014,12:45:47,WEST,WESTERN URBAN
19/09/2014,12:48:02,WEST,WESTERN URBAN
19/09/2014,12:48:38,NORTH,PORT LOKO
19/09/2014,12:50:17,EAST,KAILAHUN
19/09/2014,12:51:14,WEST,WESTERN RURAL
19/09/2014,12:54:36,EAST,KENEMA
19/09/2014,12:54:51,NORTH,PORT LOKO
19/09/2014,12:54:53,EAST,KENEMA
19/09/2014,12:56:05,WEST,WESTERN RURAL
19/09/2014,12:56:30,NORTH,BOMBALI
19/09/2014,12:57:39,SOUTH,MOYAMBA
19/09/2014,12:58:09,NORTH,TONKOLILI
19/09/2014,12:58:10,WEST,WESTERN RURAL
19/09/2014,12:58:39,SOUTH,BO
19/09/2014,12:58:57,EAST,KENEMA
19/09/2014,12:59:59,WEST,WESTERN RURAL
19/09/2014,13:00:36,WEST,WESTERN URBAN
19/09/2014,13:01:03,WEST,WESTERN URBAN
19/09/2014,13:01:18,EAST,KENEMA
19/09/2014,13:01:44,NORTH,PORT LOKO
19/09/2014,13:02:33,EAST,KONO
19/09/2014,13:02:42,WEST,WESTERN URBAN
19/09/2014,13:02:53,WEST,WESTERN RURAL
19/09/2014,13:03:18,WEST,WESTERN RURAL
19/09/2014,13:03:38,WEST,WESTERN URBAN
19/09/2014,13:04:28,WEST,WESTERN URBAN
19/09/2014,13:05:08,EAST,KONO
19/09/2014,13:05:10,NORTH,BOMBALI
19/09/2014,13:05:12,NORTH,PORT LOKO
19/09/2014,13:05:52,SOUTH,BO
19/09/2014,13:07:00,SOUTH,PUJEHUN
19/09/2014,13:07:22,EAST,KENEMA
19/09/2014,13:07:54,SOUTH,PUJEHUN
19/09/2014,13:08:35,EAST,KENEMA
19/09/2014,13:09:33,WEST,WESTERN URBAN
19/09/2014,13:10:24,NORTH,KAMBIA
19/09/2014,13:11:03,NORTH,KAMBIA
19/09/2014,13:11:52,WEST,WESTERN URBAN
19/09/2014,13:11:57,WEST,WESTERN URBAN
19/09/2014,13:13:22,NORTH,PORT LOKO
19/09/2014,13:14:18,WEST,WESTERN RURAL
19/09/2014,13:14:38,NORTH,KAMBIA
19/09/2014,13:15:25,WEST,WESTERN URBAN
19/09/2014,13:15:35,WEST,WESTERN URBAN
19/09/2014,13:15:36,EAST,KONO
19/09/2014,13:15:41,NORTH,KAMBIA
19/09/2014,13:15:44,WEST,WESTERN URBAN
19/09/2014,13:16:09,EAST,KENEMA
19/09/2014,13:16:54,WEST,WESTERN URBAN
19/09/2014,13:18:10,WEST,WESTERN RURAL
19/09/2014,13:21:12,WEST,WESTERN RURAL
19/09/2014,13:23:11,WEST,WESTERN URBAN
19/09/2014,13:23:44,WEST,WESTERN URBAN
19/09/2014,13:23:55,WEST,WESTERN URBAN
19/09/2014,13:24:24,WEST,WESTERN URBAN
19/09/2014,13:24:33,NORTH,KAMBIA
19/09/2014,13:25:41,NORTH,PORT LOKO
19/09/2014,13:26:28,WEST,WESTERN URBAN
19/09/2014,13:27:11,WEST,WESTERN URBAN
19/09/2014,13:27:39,EAST,KAILAHUN
19/09/2014,13:28:33,NORTH,PORT LOKO
19/09/2014,13:29:14,NORTH,KAMBIA
19/09/2014,13:29:45,WEST,WESTERN URBAN
19/09/2014,13:30:36,WEST,WESTERN URBAN
19/09/2014,13:30:58,WEST,WESTERN RURAL
19/09/2014,13:31:40,WEST,WESTERN RURAL
19/09/2014,13:33:43,EAST,KAILAHUN
19/09/2014,13:33:52,WEST,WESTERN URBAN
19/09/2014,13:35:04,NORTH,KOINADUGU
19/09/2014,13:35:07,SOUTH,MOYAMBA
19/09/2014,13:35:08,WEST,WESTERN URBAN
19/09/2014,13:36:31,WEST,WESTERN URBAN
19/09/2014,13:37:47,WEST,WESTERN RURAL
19/09/2014,13:37:48,WEST,WESTERN URBAN
19/09/2014,13:37:52,WEST,WESTERN URBAN
19/09/2014,13:38:12,SOUTH,BONTHE
19/09/2014,13:38:27,WEST,WESTERN URBAN
19/09/2014,13:38:45,NORTH,BOMBALI
19/09/2014,13:38:45,WEST,WESTERN RURAL
19/09/2014,13:40:02,WEST,WESTERN RURAL
19/09/2014,13:40:16,NORTH,KOINADUGU
19/09/2014,13:40:52,WEST,WESTERN URBAN
19/09/2014,13:40:57,NORTH,KAMBIA
19/09/2014,13:41:22,NORTH,TONKOLILI
19/09/2014,13:42:09,NORTH,PORT LOKO
19/09/2014,13:42:21,WEST,WESTERN RURAL
19/09/2014,13:42:28,WEST,WESTERN URBAN
19/09/2014,13:42:41,SOUTH,BO
19/09/2014,13:43:49,NORTH,KOINADUGU
19/09/2014,13:46:08,NORTH,KAMBIA
19/09/2014,13:46:43,WEST,WESTERN URBAN
19/09/2014,13:47:03,NORTH,PORT LOKO
19/09/2014,13:47:09,WEST,WESTERN RURAL
19/09/2014,13:47:38,SOUTH,MOYAMBA
19/09/2014,13:48:07,WEST,WESTERN URBAN
19/09/2014,13:48:11,WEST,WESTERN URBAN
19/09/2014,13:48:52,WEST,WESTERN URBAN
19/09/2014,13:48:52,EAST,KENEMA
19/09/2014,13:48:53,WEST,WESTERN URBAN
19/09/2014,13:50:24,WEST,WESTERN URBAN
19/09/2014,13:50:32,WEST,WESTERN RURAL
19/09/2014,13:52:25,NORTH,BOMBALI
19/09/2014,13:53:58,SOUTH,MOYAMBA
19/09/2014,13:54:37,WEST,WESTERN URBAN
19/09/2014,13:55:43,EAST,KENEMA
19/09/2014,13:56:02,WEST,WESTERN URBAN
19/09/2014,13:56:54,WEST,WESTERN URBAN
19/09/2014,13:57:19,EAST,KONO
19/09/2014,13:57:53,WEST,WESTERN URBAN
19/09/2014,13:57:53,EAST,KENEMA
19/09/2014,13:58:30,SOUTH,BONTHE
19/09/2014,13:59:14,WEST,WESTERN RURAL
19/09/2014,14:00:11,WEST,WESTERN URBAN
19/09/2014,14:01:06,WEST,WESTERN RURAL
19/09/2014,14:02:35,WEST,WESTERN RURAL
19/09/2014,14:02:41,WEST,WESTERN URBAN
19/09/2014,14:02:49,SOUTH,MOYAMBA
19/09/2014,14:03:46,WEST,WESTERN URBAN
19/09/2014,14:04:06,WEST,WESTERN URBAN
19/09/2014,14:04:13,WEST,WESTERN URBAN
19/09/2014,14:04:34,WEST,WESTERN RURAL
19/09/2014,14:06:46,WEST,WESTERN URBAN
19/09/2014,14:07:19,SOUTH,BO
19/09/2014,14:07:56,WEST,WESTERN URBAN
19/09/2014,14:08:24,NORTH,BOMBALI
19/09/2014,14:08:58,EAST,KENEMA
19/09/2014,14:09:29,NORTH,PORT LOKO
19/09/2014,14:11:41,WEST,WESTERN URBAN
19/09/2014,14:12:56,WEST,WESTERN URBAN
19/09/2014,14:13:24,WEST,WESTERN URBAN
19/09/2014,14:14:15,WEST,WESTERN URBAN
19/09/2014,14:14:27,NORTH,BOMBALI
19/09/2014,14:14:35,WEST,WESTERN URBAN
19/09/2014,14:15:34,WEST,WESTERN URBAN
19/09/2014,14:15:44,NORTH,KAMBIA
19/09/2014,14:16:35,NORTH,PORT LOKO
19/09/2014,14:16:48,NORTH,PORT LOKO
19/09/2014,14:16:48,WEST,WESTERN URBAN
19/09/2014,14:16:56,NORTH,PORT LOKO
19/09/2014,14:17:12,WEST,WESTERN URBAN
19/09/2014,14:17:12,WEST,WESTERN RURAL
19/09/2014,14:17:41,WEST,WESTERN URBAN
19/09/2014,14:17:46,WEST,WESTERN URBAN
19/09/2014,14:17:48,WEST,WESTERN RURAL
19/09/2014,14:19:18,WEST,WESTERN URBAN
19/09/2014,14:20:06,WEST,WESTERN URBAN
19/09/2014,14:20:09,WEST,WESTERN URBAN
19/09/2014,14:21:16,NORTH,PORT LOKO
19/09/2014,14:22:08,WEST,WESTERN RURAL
19/09/2014,14:22:37,NORTH,PORT LOKO
19/09/2014,14:23:06,WEST,WESTERN URBAN
19/09/2014,14:23:21,WEST,WESTERN URBAN
19/09/2014,14:24:27,SOUTH,MOYAMBA
19/09/2014,14:25:11,WEST,WESTERN URBAN
19/09/2014,14:25:14,WEST,WESTERN RURAL
19/09/2014,14:25:47,WEST,WESTERN URBAN
19/09/2014,14:25:47,EAST,KENEMA
19/09/2014,14:26:17,WEST,WESTERN URBAN
19/09/2014,14:27:00,WEST,WESTERN RURAL
19/09/2014,14:28:43,WEST,WESTERN URBAN
19/09/2014,14:28:45,NORTH,PORT LOKO
19/09/2014,14:29:09,NORTH,TONKOLILI
19/09/2014,14:29:24,WEST,WESTERN URBAN
19/09/2014,14:29:26,WEST,WESTERN URBAN
19/09/2014,14:29:35,SOUTH,BO
19/09/2014,14:29:47,WEST,WESTERN URBAN
19/09/2014,14:30:05,NORTH,PORT LOKO
19/09/2014,14:30:47,WEST,WESTERN RURAL
19/09/2014,14:30:56,WEST,WESTERN RURAL
19/09/2014,14:31:15,WEST,WESTERN URBAN
19/09/2014,14:33:47,WEST,WESTERN URBAN
19/09/2014,14:34:38,WEST,WESTERN RURAL
19/09/2014,14:35:13,WEST,WESTERN RURAL
19/09/2014,14:36:01,EAST,KENEMA
19/09/2014,14:36:41,WEST,WESTERN URBAN
19/09/2014,14:38:15,NORTH,PORT LOKO
19/09/2014,14:38:56,SOUTH,BO
19/09/2014,14:39:16,WEST,WESTERN URBAN
19/09/2014,14:39:53,WEST,WESTERN URBAN
19/09/2014,14:40:11,WEST,WESTERN URBAN
19/09/2014,14:42:29,WEST,WESTERN URBAN
19/09/2014,14:43:31,WEST,WESTERN RURAL
19/09/2014,14:43:37,WEST,WESTERN URBAN
19/09/2014,14:44:04,WEST,WESTERN URBAN
19/09/2014,14:46:12,WEST,WESTERN URBAN
19/09/2014,14:47:21,EAST,KAILAHUN
19/09/2014,14:47:22,WEST,WESTERN URBAN
19/09/2014,14:48:07,WEST,WESTERN URBAN
19/09/2014,14:48:29,WEST,WESTERN URBAN
19/09/2014,14:49:10,SOUTH,BO
19/09/2014,14:49:18,WEST,WESTERN URBAN
19/09/2014,14:49:53,WEST,WESTERN URBAN
19/09/2014,14:52:44,WEST,WESTERN RURAL
19/09/2014,14:52:44,NORTH,PORT LOKO
19/09/2014,14:52:58,WEST,WESTERN RURAL
19/09/2014,14:53:18,WEST,WESTERN URBAN
19/09/2014,14:54:26,WEST,WESTERN RURAL
19/09/2014,14:56:17,SOUTH,MOYAMBA
19/09/2014,14:58:00,NORTH,PORT LOKO
19/09/2014,14:59:33,EAST,KENEMA
19/09/2014,14:59:34,NORTH,BOMBALI
19/09/2014,15:00:10,WEST,WESTERN URBAN
19/09/2014,15:00:23,SOUTH,BO
19/09/2014,15:00:26,EAST,KENEMA
