Call_Date,Call_Time,province,district
20/09/2014,03:56:10,NORTH,TONKOLILI
20/09/2014,03:56:59,WEST,WESTERN URBAN
20/09/2014,04:00:41,WEST,WESTERN URBAN
20/09/2014,04:12:24,WEST,WESTERN URBAN
20/09/2014,04:45:57,WEST,WESTERN URBAN
20/09/2014,04:48:45,SOUTH,MOYAMBA
20/09/2014,04:56:09,NORTH,TONKOLILI
20/09/2014,04:57:13,WEST,WESTERN URBAN
20/09/2014,05:02:30,WEST,WESTERN RURAL
20/09/2014,05:05:37,WEST,WESTERN RURAL
20/09/2014,05:17:13,WEST,WESTERN URBAN
20/09/2014,05:17:42,WEST,WESTERN URBAN
20/09/2014,05:22:25,WEST,WESTERN RURAL
20/09/2014,05:31:22,SOUTH,MOYAMBA
20/09/2014,05:42:41,WEST,WESTERN URBAN
20/09/2014,05:45:11,WEST,WESTERN URBAN
20/09/2014,05:52:14,WEST,WESTERN URBAN
20/09/2014,05:56:35,NORTH,PORT LOKO
20/09/2014,05:57:00,WEST,WESTERN URBAN
20/09/2014,06:01:27,WEST,WESTERN RURAL
20/09/2014,06:01:31,WEST,WESTERN URBAN
20/09/2014,06:22:06,SOUTH,MOYAMBA
20/09/2014,06:25:46,WEST,WESTERN URBAN
20/09/2014,06:26:43,NORTH,PORT LOKO
20/09/2014,06:31:34,NORTH,KAMBIA
20/09/2014,06:34:32,NORTH,TONKOLILI
20/09/2014,06:34:59,SOUTH,MOYAMBA
20/09/2014,06:35:17,EAST,KENEMA
20/09/2014,06:37:01,SOUTH,BO
20/09/2014,06:41:06,WEST,WESTERN URBAN
20/09/2014,06:42:11,NORTH,PORT LOKO
20/09/2014,06:42:19,WEST,WESTERN RURAL
20/09/2014,06:42:46,WEST,WESTERN URBAN
20/09/2014,06:43:13,SOUTH,BO
20/09/2014,06:45:56,WEST,WESTERN RURAL
20/09/2014,06:50:17,WEST,WESTERN URBAN
20/09/2014,06:51:00,NORTH,PORT LOKO
20/09/2014,06:51:29,EAST,KAILAHUN
20/09/2014,06:51:31,SOUTH,MOYAMBA
20/09/2014,06:51:50,NORTH,PORT LOKO
20/09/2014,06:53:11,WEST,WESTERN URBAN
20/09/2014,06:53:13,WEST,WESTERN RURAL
20/09/2014,06:53:43,WEST,WESTERN URBAN
20/09/2014,06:53:45,EAST,KENEMA
20/09/2014,06:56:12,NORTH,BOMBALI
20/09/2014,06:56:52,WEST,WESTERN RURAL
20/09/2014,06:57:46,EAST,KAILAHUN
20/09/2014,06:58:10,WEST,WESTERN URBAN
20/09/2014,06:58:38,WEST,WESTERN RURAL
20/09/2014,06:58:48,EAST,KENEMA
20/09/2014,06:59:44,EAST,KAILAHUN
20/09/2014,07:00:34,WEST,WESTERN URBAN
20/09/2014,07:02:24,WEST,WESTERN URBAN
20/09/2014,07:02:30,EAST,KENEMA
20/09/2014,07:02:51,NORTH,KAMBIA
20/09/2014,07:02:52,EAST,KENEMA
20/09/2014,07:13:56,WEST,WESTERN URBAN
20/09/2014,07:15:39,WEST,WESTERN URBAN
20/09/2014,07:16:00,WEST,WESTERN URBAN
20/09/2014,07:19:02,WEST,WESTERN RURAL
20/09/2014,07:19:31,WEST,WESTERN URBAN
20/09/2014,07:19:42,WEST,WESTERN RURAL
20/09/2014,07:20:49,WEST,WESTERN RURAL
20/09/2014,07:21:06,EAST,KAILAHUN
20/09/2014,07:21:29,SOUTH,BO
20/09/2014,07:21:57,WEST,WESTERN RURAL
20/09/2014,07:23:34,WEST,WESTERN URBAN
20/09/2014,07:23:38,SOUTH,PUJEHUN
20/09/2014,07:23:44,NORTH,BOMBALI
20/09/2014,07:24:03,SOUTH,MOYAMBA
20/09/2014,07:24:11,WEST,WESTERN URBAN
20/09/2014,07:24:54,WEST,WESTERN RURAL
20/09/2014,07:25:35,WEST,WESTERN URBAN
20/09/2014,07:25:56,WEST,WESTERN URBAN
20/09/2014,07:26:06,NORTH,BOMBALI
20/09/2014,07:26:27,WEST,WESTERN URBAN
20/09/2014,07:26:27,WEST,WESTERN URBAN
20/09/2014,07:26:43,NORTH,PORT LOKO
20/09/2014,07:27:55,NORTH,PORT LOKO
20/09/2014,07:28:18,NORTH,BOMBALI
20/09/2014,07:29:19,SOUTH,PUJEHUN
20/09/2014,07:29:39,WEST,WESTERN URBAN
20/09/2014,07:29:39,EAST,KONO
20/09/2014,07:29:50,WEST,WESTERN RURAL
20/09/2014,07:30:01,NORTH,TONKOLILI
20/09/2014,07:30:41,WEST,WESTERN URBAN
20/09/2014,07:31:12,WEST,WESTERN RURAL
20/09/2014,07:31:58,EAST,KONO
20/09/2014,07:32:21,WEST,WESTERN URBAN
20/09/2014,07:32:24,WEST,WESTERN RURAL
20/09/2014,07:32:35,NORTH,PORT LOKO
20/09/2014,07:33:08,WEST,WESTERN URBAN
20/09/2014,07:33:11,NORTH,PORT LOKO
20/09/2014,07:33:36,WEST,WESTERN URBAN
20/09/2014,07:34:17,NORTH,TONKOLILI
20/09/2014,07:34:43,WEST,WESTERN URBAN
20/09/2014,07:34:45,WEST,WESTERN URBAN
20/09/2014,07:35:32,WEST,WESTERN URBAN
20/09/2014,07:35:41,NORTH,KAMBIA
20/09/2014,07:36:10,NORTH,BOMBALI
20/09/2014,07:36:28,WEST,WESTERN URBAN
20/09/2014,07:36:52,WEST,WESTERN RURAL
20/09/2014,07:37:10,NORTH,PORT LOKO
20/09/2014,07:37:34,WEST,WESTERN RURAL
20/09/2014,07:37:53,WEST,WESTERN URBAN
20/09/2014,07:38:08,WEST,WESTERN URBAN
20/09/2014,07:38:24,WEST,WESTERN URBAN
20/09/2014,07:38:43,EAST,KENEMA
20/09/2014,07:38:44,NORTH,PORT LOKO
20/09/2014,07:39:14,SOUTH,BO
20/09/2014,07:39:28,WEST,WESTERN RURAL
20/09/2014,07:40:03,NORTH,PORT LOKO
20/09/2014,07:40:16,WEST,WESTERN URBAN
20/09/2014,07:40:19,EAST,KONO
20/09/2014,07:40:24,WEST,WESTERN RURAL
20/09/2014,07:40:31,WEST,WESTERN RURAL
20/09/2014,07:40:57,WEST,WESTERN RURAL
20/09/2014,07:41:01,WEST,WESTERN RURAL
20/09/2014,07:42:20,WEST,WESTERN URBAN
20/09/2014,07:42:42,EAST,KONO
20/09/2014,07:43:14,WEST,WESTERN URBAN
20/09/2014,07:43:22,SOUTH,BONTHE
20/09/2014,07:43:23,WEST,WESTERN RURAL
20/09/2014,07:43:41,NORTH,PORT LOKO
20/09/2014,07:43:56,EAST,KAILAHUN
20/09/2014,07:44:13,WEST,WESTERN URBAN
20/09/2014,07:45:05,NORTH,PORT LOKO
20/09/2014,07:46:34,EAST,KAILAHUN
20/09/2014,07:47:44,SOUTH,MOYAMBA
20/09/2014,07:47:47,WEST,WESTERN RURAL
20/09/2014,07:47:56,NORTH,KAMBIA
20/09/2014,07:48:17,NORTH,PORT LOKO
20/09/2014,07:48:56,EAST,KONO
20/09/2014,07:49:20,EAST,KENEMA
20/09/2014,07:49:36,WEST,WESTERN RURAL
20/09/2014,07:49:49,WEST,WESTERN RURAL
20/09/2014,07:50:07,WEST,WESTERN RURAL
20/09/2014,07:50:09,SOUTH,BO
20/09/2014,07:50:30,WEST,WESTERN URBAN
20/09/2014,07:51:24,EAST,KENEMA
20/09/2014,07:51:27,WEST,WESTERN URBAN
20/09/2014,07:52:15,SOUTH,MOYAMBA
20/09/2014,07:52:33,NORTH,BOMBALI
20/09/2014,07:53:09,NORTH,KOINADUGU
20/09/2014,07:53:21,WEST,WESTERN URBAN
20/09/2014,07:53:22,SOUTH,BO
20/09/2014,07:53:29,EAST,KENEMA
20/09/2014,07:53:30,WEST,WESTERN URBAN
20/09/2014,07:53:38,EAST,KENEMA
20/09/2014,07:53:43,SOUTH,MOYAMBA
20/09/2014,07:53:57,WEST,WESTERN URBAN
20/09/2014,07:55:13,SOUTH,PUJEHUN
20/09/2014,07:55:17,WEST,WESTERN URBAN
20/09/2014,07:57:22,WEST,WESTERN URBAN
20/09/2014,07:58:21,WEST,WESTERN URBAN
20/09/2014,07:58:22,SOUTH,MOYAMBA
20/09/2014,07:58:25,WEST,WESTERN URBAN
20/09/2014,07:58:27,WEST,WESTERN URBAN
20/09/2014,08:01:14,NORTH,PORT LOKO
20/09/2014,08:01:24,WEST,WESTERN URBAN
20/09/2014,08:02:55,EAST,KENEMA
20/09/2014,08:03:53,WEST,WESTERN URBAN
20/09/2014,08:05:04,WEST,WESTERN URBAN
20/09/2014,08:05:08,WEST,WESTERN URBAN
20/09/2014,08:05:16,WEST,WESTERN URBAN
20/09/2014,08:05:25,WEST,WESTERN RURAL
20/09/2014,08:06:12,NORTH,BOMBALI
20/09/2014,08:07:25,WEST,WESTERN URBAN
20/09/2014,08:08:01,NORTH,KAMBIA
20/09/2014,08:08:10,WEST,WESTERN URBAN
20/09/2014,08:08:21,NORTH,TONKOLILI
20/09/2014,08:09:42,WEST,WESTERN RURAL
20/09/2014,08:10:02,WEST,WESTERN URBAN
20/09/2014,08:11:25,SOUTH,MOYAMBA
20/09/2014,08:11:56,WEST,WESTERN URBAN
20/09/2014,08:12:17,WEST,WESTERN RURAL
20/09/2014,08:12:52,WEST,WESTERN RURAL
20/09/2014,08:13:41,WEST,WESTERN URBAN
20/09/2014,08:14:16,WEST,WESTERN URBAN
20/09/2014,08:15:40,WEST,WESTERN RURAL
20/09/2014,08:16:09,NORTH,KAMBIA
20/09/2014,08:16:40,NORTH,PORT LOKO
20/09/2014,08:17:10,SOUTH,BONTHE
20/09/2014,08:17:49,NORTH,PORT LOKO
20/09/2014,08:18:03,WEST,WESTERN RURAL
20/09/2014,08:18:12,WEST,WESTERN URBAN
20/09/2014,08:18:17,NORTH,TONKOLILI
20/09/2014,08:18:24,WEST,WESTERN URBAN
20/09/2014,08:18:26,SOUTH,MOYAMBA
20/09/2014,08:20:12,WEST,WESTERN URBAN
20/09/2014,08:20:29,WEST,WESTERN URBAN
20/09/2014,08:20:39,WEST,WESTERN URBAN
20/09/2014,08:20:41,WEST,WESTERN RURAL
20/09/2014,08:22:40,WEST,WESTERN URBAN
20/09/2014,08:23:21,WEST,WESTERN RURAL
20/09/2014,08:24:19,EAST,KAILAHUN
20/09/2014,08:25:41,WEST,WESTERN RURAL
20/09/2014,08:26:55,WEST,WESTERN RURAL
20/09/2014,08:27:15,SOUTH,BO
20/09/2014,08:27:38,SOUTH,MOYAMBA
20/09/2014,08:27:44,WEST,WESTERN URBAN
20/09/2014,08:28:18,WEST,WESTERN URBAN
20/09/2014,08:28:32,WEST,WESTERN URBAN
20/09/2014,08:28:59,WEST,WESTERN URBAN
20/09/2014,08:29:01,SOUTH,BONTHE
20/09/2014,08:29:11,WEST,WESTERN RURAL
20/09/2014,08:29:26,NORTH,KAMBIA
20/09/2014,08:29:37,NORTH,BOMBALI
20/09/2014,08:30:04,WEST,WESTERN RURAL
20/09/2014,08:31:01,WEST,WESTERN URBAN
20/09/2014,08:31:18,WEST,WESTERN URBAN
20/09/2014,08:31:45,SOUTH,BO
20/09/2014,08:32:23,WEST,WESTERN URBAN
20/09/2014,08:32:31,NORTH,TONKOLILI
20/09/2014,08:32:44,WEST,WESTERN RURAL
20/09/2014,08:32:54,NORTH,TONKOLILI
20/09/2014,08:33:29,WEST,WESTERN URBAN
20/09/2014,08:34:02,WEST,WESTERN URBAN
20/09/2014,08:34:57,WEST,WESTERN URBAN
20/09/2014,08:35:01,WEST,WESTERN URBAN
20/09/2014,08:35:53,WEST,WESTERN URBAN
20/09/2014,08:35:54,NORTH,TONKOLILI
20/09/2014,08:36:22,NORTH,TONKOLILI
20/09/2014,08:36:54,WEST,WESTERN URBAN
20/09/2014,08:37:27,NORTH,TONKOLILI
20/09/2014,08:37:39,WEST,WESTERN RURAL
20/09/2014,08:37:48,WEST,WESTERN URBAN
20/09/2014,08:38:02,NORTH,KOINADUGU
20/09/2014,08:38:51,NORTH,TONKOLILI
20/09/2014,08:39:15,WEST,WESTERN URBAN
20/09/2014,08:39:37,NORTH,KOINADUGU
20/09/2014,08:39:58,EAST,KENEMA
20/09/2014,08:40:01,WEST,WESTERN URBAN
20/09/2014,08:40:30,WEST,WESTERN URBAN
20/09/2014,08:41:29,WEST,WESTERN RURAL
20/09/2014,08:41:57,SOUTH,BO
20/09/2014,08:43:23,EAST,KENEMA
20/09/2014,08:43:23,WEST,WESTERN URBAN
20/09/2014,08:43:48,EAST,KENEMA
20/09/2014,08:44:21,WEST,WESTERN URBAN
20/09/2014,08:46:16,WEST,WESTERN URBAN
20/09/2014,08:46:38,WEST,WESTERN URBAN
20/09/2014,08:46:45,WEST,WESTERN RURAL
20/09/2014,08:48:08,WEST,WESTERN RURAL
20/09/2014,08:48:35,NORTH,BOMBALI
20/09/2014,08:48:38,WEST,WESTERN URBAN
20/09/2014,08:48:47,WEST,WESTERN URBAN
20/09/2014,08:48:50,NORTH,BOMBALI
20/09/2014,08:49:16,WEST,WESTERN URBAN
20/09/2014,08:49:16,WEST,WESTERN URBAN
20/09/2014,08:51:16,SOUTH,PUJEHUN
20/09/2014,08:52:21,WEST,WESTERN RURAL
20/09/2014,08:52:22,WEST,WESTERN URBAN
20/09/2014,08:52:40,WEST,WESTERN URBAN
20/09/2014,08:52:48,WEST,WESTERN URBAN
20/09/2014,08:53:29,EAST,KENEMA
20/09/2014,08:53:51,WEST,WESTERN URBAN
20/09/2014,08:54:09,EAST,KAILAHUN
20/09/2014,08:54:54,NORTH,BOMBALI
20/09/2014,08:54:54,EAST,KAILAHUN
20/09/2014,08:55:20,WEST,WESTERN URBAN
20/09/2014,08:55:55,WEST,WESTERN URBAN
20/09/2014,08:56:43,WEST,WESTERN URBAN
20/09/2014,08:56:51,WEST,WESTERN URBAN
20/09/2014,08:56:55,WEST,WESTERN URBAN
20/09/2014,08:58:28,NORTH,TONKOLILI
20/09/2014,08:59:02,WEST,WESTERN URBAN
20/09/2014,08:59:08,NORTH,BOMBALI
20/09/2014,08:59:09,WEST,WESTERN URBAN
20/09/2014,08:59:20,WEST,WESTERN RURAL
20/09/2014,08:59:25,EAST,KENEMA
20/09/2014,08:59:38,WEST,WESTERN URBAN
20/09/2014,08:59:47,NORTH,KAMBIA
20/09/2014,09:00:17,NORTH,TONKOLILI
20/09/2014,09:00:21,NORTH,BOMBALI
20/09/2014,09:00:50,WEST,WESTERN URBAN
20/09/2014,09:01:55,WEST,WESTERN RURAL
20/09/2014,09:02:19,NORTH,BOMBALI
20/09/2014,09:02:47,WEST,WESTERN URBAN
20/09/2014,09:03:03,WEST,WESTERN RURAL
20/09/2014,09:03:08,WEST,WESTERN URBAN
20/09/2014,09:04:23,NORTH,PORT LOKO
20/09/2014,09:05:04,EAST,KENEMA
20/09/2014,09:05:12,EAST,KONO
20/09/2014,09:05:14,WEST,WESTERN URBAN
20/09/2014,09:05:31,WEST,WESTERN URBAN
20/09/2014,09:05:46,SOUTH,BO
20/09/2014,09:06:06,WEST,WESTERN RURAL
20/09/2014,09:06:25,WEST,WESTERN URBAN
20/09/2014,09:07:57,WEST,WESTERN RURAL
20/09/2014,09:08:16,WEST,WESTERN URBAN
20/09/2014,09:08:21,WEST,WESTERN URBAN
20/09/2014,09:08:26,FOREIGN,AFRICA
20/09/2014,09:09:10,NORTH,TONKOLILI
20/09/2014,09:09:21,WEST,WESTERN URBAN
20/09/2014,09:09:45,WEST,WESTERN URBAN
20/09/2014,09:09:49,EAST,KENEMA
20/09/2014,09:10:20,WEST,WESTERN URBAN
20/09/2014,09:10:43,WEST,WESTERN URBAN
20/09/2014,09:11:38,WEST,WESTERN URBAN
20/09/2014,09:12:25,WEST,WESTERN RURAL
20/09/2014,09:12:42,EAST,KENEMA
20/09/2014,09:12:45,WEST,WESTERN URBAN
20/09/2014,09:13:08,WEST,WESTERN RURAL
20/09/2014,09:13:27,WEST,WESTERN URBAN
20/09/2014,09:13:29,WEST,WESTERN URBAN
20/09/2014,09:13:51,WEST,WESTERN RURAL
20/09/2014,09:14:14,WEST,WESTERN URBAN
20/09/2014,09:14:40,NORTH,BOMBALI
20/09/2014,09:14:59,SOUTH,BO
20/09/2014,09:15:06,SOUTH,MOYAMBA
20/09/2014,09:15:12,NORTH,BOMBALI
20/09/2014,09:15:13,NORTH,BOMBALI
20/09/2014,09:15:27,SOUTH,BONTHE
20/09/2014,09:15:43,WEST,WESTERN URBAN
20/09/2014,09:16:06,WEST,WESTERN URBAN
20/09/2014,09:16:10,WEST,WESTERN URBAN
20/09/2014,09:16:36,WEST,WESTERN RURAL
20/09/2014,09:17:10,WEST,WESTERN URBAN
20/09/2014,09:18:03,WEST,WESTERN URBAN
20/09/2014,09:18:16,WEST,WESTERN URBAN
20/09/2014,09:18:21,WEST,WESTERN URBAN
20/09/2014,09:18:25,WEST,WESTERN RURAL
20/09/2014,09:18:54,NORTH,BOMBALI
20/09/2014,09:19:13,NORTH,BOMBALI
20/09/2014,09:19:25,WEST,WESTERN URBAN
20/09/2014,09:19:49,WEST,WESTERN URBAN
20/09/2014,09:20:41,WEST,WESTERN URBAN
20/09/2014,09:21:09,SOUTH,MOYAMBA
20/09/2014,09:21:44,NORTH,TONKOLILI
20/09/2014,09:22:11,WEST,WESTERN URBAN
20/09/2014,09:22:13,WEST,WESTERN URBAN
20/09/2014,09:22:26,WEST,WESTERN URBAN
20/09/2014,09:22:32,EAST,KENEMA
20/09/2014,09:22:54,WEST,WESTERN RURAL
20/09/2014,09:23:25,WEST,WESTERN URBAN
20/09/2014,09:23:26,WEST,WESTERN URBAN
20/09/2014,09:24:01,WEST,WESTERN URBAN
20/09/2014,09:24:10,WEST,WESTERN URBAN
20/09/2014,09:24:20,WEST,WESTERN RURAL
20/09/2014,09:24:39,WEST,WESTERN URBAN
20/09/2014,09:25:02,WEST,WESTERN RURAL
20/09/2014,09:25:10,NORTH,BOMBALI
20/09/2014,09:25:15,WEST,WESTERN URBAN
20/09/2014,09:25:34,NORTH,BOMBALI
20/09/2014,09:25:44,SOUTH,MOYAMBA
20/09/2014,09:25:46,WEST,WESTERN URBAN
20/09/2014,09:26:44,WEST,WESTERN URBAN
20/09/2014,09:26:48,WEST,WESTERN URBAN
20/09/2014,09:27:22,WEST,WESTERN RURAL
20/09/2014,09:28:29,EAST,KONO
20/09/2014,09:28:30,NORTH,PORT LOKO
20/09/2014,09:28:36,NORTH,BOMBALI
20/09/2014,09:29:25,NORTH,KAMBIA
20/09/2014,09:29:40,WEST,WESTERN URBAN
20/09/2014,09:30:15,WEST,WESTERN URBAN
20/09/2014,09:30:57,NORTH,BOMBALI
20/09/2014,09:30:59,WEST,WESTERN RURAL
20/09/2014,09:31:08,WEST,WESTERN URBAN
20/09/2014,09:31:58,NORTH,KAMBIA
20/09/2014,09:32:16,SOUTH,MOYAMBA
20/09/2014,09:32:28,WEST,WESTERN RURAL
20/09/2014,09:32:33,WEST,WESTERN URBAN
20/09/2014,09:32:34,NORTH,PORT LOKO
20/09/2014,09:32:42,WEST,WESTERN URBAN
20/09/2014,09:33:22,NORTH,BOMBALI
20/09/2014,09:33:26,SOUTH,MOYAMBA
20/09/2014,09:33:39,WEST,WESTERN RURAL
20/09/2014,09:33:48,SOUTH,MOYAMBA
20/09/2014,09:34:11,WEST,WESTERN URBAN
20/09/2014,09:34:39,SOUTH,MOYAMBA
20/09/2014,09:35:36,WEST,WESTERN URBAN
20/09/2014,09:35:41,WEST,WESTERN URBAN
20/09/2014,09:35:46,WEST,WESTERN URBAN
20/09/2014,09:36:10,NORTH,BOMBALI
20/09/2014,09:36:24,NORTH,BOMBALI
20/09/2014,09:36:25,WEST,WESTERN URBAN
20/09/2014,09:36:52,WEST,WESTERN URBAN
20/09/2014,09:37:58,WEST,WESTERN URBAN
20/09/2014,09:38:15,WEST,WESTERN URBAN
20/09/2014,09:38:38,WEST,WESTERN RURAL
20/09/2014,09:39:43,WEST,WESTERN URBAN
20/09/2014,09:39:54,WEST,WESTERN URBAN
20/09/2014,09:40:08,WEST,WESTERN URBAN
20/09/2014,09:40:09,EAST,KENEMA
20/09/2014,09:40:54,EAST,KONO
20/09/2014,09:41:13,WEST,WESTERN URBAN
20/09/2014,09:41:18,WEST,WESTERN URBAN
20/09/2014,09:41:32,WEST,WESTERN URBAN
20/09/2014,09:42:10,WEST,WESTERN RURAL
20/09/2014,09:43:00,SOUTH,BO
20/09/2014,09:43:09,NORTH,PORT LOKO
20/09/2014,09:43:26,WEST,WESTERN URBAN
20/09/2014,09:45:09,NORTH,BOMBALI
20/09/2014,09:45:26,WEST,WESTERN URBAN
20/09/2014,09:45:52,WEST,WESTERN URBAN
20/09/2014,09:46:18,EAST,KONO
20/09/2014,09:47:13,WEST,WESTERN URBAN
20/09/2014,09:47:56,WEST,WESTERN URBAN
20/09/2014,09:48:38,WEST,WESTERN RURAL
20/09/2014,09:49:08,WEST,WESTERN RURAL
20/09/2014,09:49:13,WEST,WESTERN URBAN
20/09/2014,09:50:14,NORTH,PORT LOKO
20/09/2014,09:50:29,WEST,WESTERN URBAN
20/09/2014,09:50:33,NORTH,PORT LOKO
20/09/2014,09:50:39,WEST,WESTERN URBAN
20/09/2014,09:50:43,WEST,WESTERN URBAN
20/09/2014,09:51:05,WEST,WESTERN URBAN
20/09/2014,09:51:34,WEST,WESTERN URBAN
20/09/2014,09:51:50,WEST,WESTERN URBAN
20/09/2014,09:52:00,WEST,WESTERN URBAN
20/09/2014,09:52:35,SOUTH,MOYAMBA
20/09/2014,09:52:36,NORTH,BOMBALI
20/09/2014,09:52:57,WEST,WESTERN URBAN
20/09/2014,09:53:18,WEST,WESTERN URBAN
20/09/2014,09:53:24,WEST,WESTERN URBAN
20/09/2014,09:53:55,WEST,WESTERN RURAL
20/09/2014,09:54:00,WEST,WESTERN URBAN
20/09/2014,09:54:52,WEST,WESTERN URBAN
20/09/2014,09:55:04,WEST,WESTERN URBAN
20/09/2014,09:55:56,WEST,WESTERN URBAN
20/09/2014,09:56:31,WEST,WESTERN URBAN
20/09/2014,09:57:10,NORTH,TONKOLILI
20/09/2014,09:58:07,WEST,WESTERN URBAN
20/09/2014,09:58:11,WEST,WESTERN URBAN
20/09/2014,09:58:41,WEST,WESTERN RURAL
20/09/2014,09:58:56,WEST,WESTERN URBAN
20/09/2014,10:00:04,EAST,KENEMA
20/09/2014,10:00:27,NORTH,KAMBIA
20/09/2014,10:00:52,WEST,WESTERN RURAL
20/09/2014,10:01:17,WEST,WESTERN URBAN
20/09/2014,10:01:19,WEST,WESTERN URBAN
20/09/2014,10:01:32,WEST,WESTERN URBAN
20/09/2014,10:02:02,WEST,WESTERN URBAN
20/09/2014,10:02:49,WEST,WESTERN URBAN
20/09/2014,10:03:49,NORTH,BOMBALI
20/09/2014,10:04:58,WEST,WESTERN URBAN
20/09/2014,10:05:17,WEST,WESTERN URBAN
20/09/2014,10:05:49,WEST,WESTERN URBAN
20/09/2014,10:05:50,WEST,WESTERN URBAN
20/09/2014,10:05:51,WEST,WESTERN URBAN
20/09/2014,10:06:23,NORTH,TONKOLILI
20/09/2014,10:06:53,WEST,WESTERN URBAN
20/09/2014,10:07:08,WEST,WESTERN URBAN
20/09/2014,10:07:35,WEST,WESTERN URBAN
20/09/2014,10:07:39,WEST,WESTERN URBAN
20/09/2014,10:07:50,NORTH,PORT LOKO
20/09/2014,10:08:38,NORTH,KAMBIA
20/09/2014,10:09:13,NORTH,PORT LOKO
20/09/2014,10:09:27,WEST,WESTERN URBAN
20/09/2014,10:09:35,SOUTH,BO
20/09/2014,10:09:48,WEST,WESTERN RURAL
20/09/2014,10:10:26,WEST,WESTERN RURAL
20/09/2014,10:11:46,WEST,WESTERN URBAN
20/09/2014,10:12:01,WEST,WESTERN URBAN
20/09/2014,10:12:12,WEST,WESTERN URBAN
20/09/2014,10:12:13,WEST,WESTERN URBAN
20/09/2014,10:13:07,WEST,WESTERN URBAN
20/09/2014,10:13:42,WEST,WESTERN RURAL
20/09/2014,10:13:44,WEST,WESTERN RURAL
20/09/2014,10:13:53,WEST,WESTERN URBAN
20/09/2014,10:14:33,WEST,WESTERN URBAN
20/09/2014,10:14:48,SOUTH,BO
20/09/2014,10:14:59,WEST,WESTERN URBAN
20/09/2014,10:15:31,NORTH,PORT LOKO
20/09/2014,10:15:32,WEST,WESTERN URBAN
20/09/2014,10:15:34,WEST,WESTERN URBAN
20/09/2014,10:16:15,WEST,WESTERN URBAN
20/09/2014,10:16:46,NORTH,PORT LOKO
20/09/2014,10:16:46,WEST,WESTERN URBAN
20/09/2014,10:16:49,WEST,WESTERN URBAN
20/09/2014,10:17:15,NORTH,BOMBALI
20/09/2014,10:17:18,WEST,WESTERN URBAN
20/09/2014,10:17:35,NORTH,TONKOLILI
20/09/2014,10:18:07,WEST,WESTERN URBAN
20/09/2014,10:19:11,WEST,WESTERN URBAN
20/09/2014,10:19:34,WEST,WESTERN RURAL
20/09/2014,10:20:46,WEST,WESTERN URBAN
20/09/2014,10:21:12,WEST,WESTERN URBAN
20/09/2014,10:21:42,WEST,WESTERN RURAL
20/09/2014,10:21:51,WEST,WESTERN URBAN
20/09/2014,10:21:56,WEST,WESTERN URBAN
20/09/2014,10:22:40,NORTH,BOMBALI
20/09/2014,10:22:47,WEST,WESTERN URBAN
20/09/2014,10:23:00,NORTH,TONKOLILI
20/09/2014,10:23:20,NORTH,PORT LOKO
20/09/2014,10:23:31,WEST,WESTERN URBAN
20/09/2014,10:23:44,WEST,WESTERN URBAN
20/09/2014,10:23:56,WEST,WESTERN URBAN
20/09/2014,10:24:43,NORTH,BOMBALI
20/09/2014,10:24:46,WEST,WESTERN URBAN
20/09/2014,10:25:09,WEST,WESTERN RURAL
20/09/2014,10:26:01,WEST,WESTERN RURAL
20/09/2014,10:26:03,SOUTH,MOYAMBA
20/09/2014,10:26:18,WEST,WESTERN URBAN
20/09/2014,10:26:29,WEST,WESTERN URBAN
20/09/2014,10:26:30,WEST,WESTERN RURAL
20/09/2014,10:27:08,WEST,WESTERN URBAN
20/09/2014,10:27:34,WEST,WESTERN URBAN
20/09/2014,10:27:58,EAST,KENEMA
20/09/2014,10:28:38,SOUTH,BO
20/09/2014,10:28:48,NORTH,BOMBALI
20/09/2014,10:29:00,SOUTH,PUJEHUN
20/09/2014,10:29:24,WEST,WESTERN URBAN
20/09/2014,10:29:32,WEST,WESTERN URBAN
20/09/2014,10:29:38,WEST,WESTERN URBAN
20/09/2014,10:31:33,NORTH,BOMBALI
20/09/2014,10:31:46,WEST,WESTERN URBAN
20/09/2014,10:32:07,NORTH,PORT LOKO
20/09/2014,10:32:47,WEST,WESTERN URBAN
20/09/2014,10:33:00,SOUTH,BO
20/09/2014,10:34:34,WEST,WESTERN URBAN
20/09/2014,10:35:38,SOUTH,MOYAMBA
20/09/2014,10:36:15,WEST,WESTERN URBAN
20/09/2014,10:36:38,NORTH,PORT LOKO
20/09/2014,10:36:40,NORTH,PORT LOKO
20/09/2014,10:37:36,WEST,WESTERN URBAN
20/09/2014,10:37:55,NORTH,PORT LOKO
20/09/2014,10:38:51,WEST,WESTERN URBAN
20/09/2014,10:39:05,WEST,WESTERN URBAN
20/09/2014,10:39:13,WEST,WESTERN URBAN
20/09/2014,10:39:59,NORTH,TONKOLILI
20/09/2014,10:40:01,WEST,WESTERN URBAN
20/09/2014,10:40:11,WEST,WESTERN URBAN
20/09/2014,10:41:42,NORTH,BOMBALI
20/09/2014,10:42:03,WEST,WESTERN URBAN
20/09/2014,10:42:15,WEST,WESTERN URBAN
THE ABOVE ADRESS.,NULL,,
20/09/2014,10:42:21,NORTH,BOMBALI
20/09/2014,10:42:23,WEST,WESTERN RURAL
20/09/2014,10:43:13,WEST,WESTERN URBAN
20/09/2014,10:43:58,WEST,WESTERN URBAN
20/09/2014,10:44:02,WEST,WESTERN RURAL
